year,sample_id,farm_name,producer_id,field_name,field_id,county,crop,longitude,latitude,sample_date,depth,start_depth_inches,end_depth_inches,huc8_name,hc12_name,huc12,density_g_ml,density2_mlb_ac,om_percent,ph,ph_ae,ec_mmhos_cm,est_ss_ds_m,effervescence,cec_meq_100g,est_cec_meq_100g,total_bases_meq_100g,no3_n_mg_kg,no3_n_lb_ac,nh4_n_mg_kg,nh4_n_lb_ac,p_olsen_mg_kg,bray_p_mg_kg,k_mg_kg,exch_k_meq_100g,ca_mg_kg,mg_mg_kg,na_mg_kg,s_mg_kg,s_lb_ac,b_mg_kg,cl_mg_kg,cu_mg_kg,fe_mg_kg,mn_mg_kg,zn_mg_kg,al_mg_kg,al_kcl_mg_kg,ca_kcl_mg_kg,mg_kcl_mg_kg,na_kcl_mg_kg,wilting_point,field_capacity,h2o_wet_dry,avl_h2o_in,avl_h2o_percent
2021,COLUMBIA CONSERVATION DISTRICT-04A-46.38015--117.84339-2021-06-29-6-12,,COLUMBIA CONSERVATION DISTRICT,Johnson Hollow,04A,Columbia,,-117.8433935,46.38014842,2021-06-29,6-12,6,12,Touchet,Upper Whetstone Hollow,170701020501,1.36,1.8499,1.92,5.88,7.45,0.13,0.338,0,,19.8322,15.4402,4.7,8.6931,3.9,7.2134,29.6,44.8,226.86,0.5802,12,2.8,0.06,3,5.5488,0.15,1.7,1.37,42,6.2,0.12,3,3,2400,340.48,13.8,,,,,
2021,COLUMBIA CONSERVATION DISTRICT-18 A-46.32702--118.06304-2021-06-29-0-3,,COLUMBIA CONSERVATION DISTRICT,Smith,18 A,Columbia,,-118.0630399,46.32702132,2021-06-29,0-3,0,3,Touchet,Payne Hollow-Touchet River,170701020401,1.43,0.9725,3.3,4.79,7.23,0.15,0.39,0,,14.0728,9.3438,9,8.7516,3.6,3.5006,40,65.6,435.48,1.1138,6.5,1.7,0.03,5,4.862,0.09,1.4,1.48,79,35,0.36,16,33.5,1300,206.72,6.9,,,,,
2021,COLUMBIA CONSERVATION DISTRICT-18 A-46.32702--118.06304-2021-06-29-3-6,,COLUMBIA CONSERVATION DISTRICT,Smith,18 A,Columbia,,-118.0630399,46.32702132,2021-06-29,3-6,3,6,Touchet,Payne Hollow-Touchet River,170701020401,1.48,1.0065,2.46,5.07,7.31,0.09,0.234,0,,15.9521,11.1921,2.9,2.9186,2.3,2.3147,30.9,48.9,376.2,0.9621,8,2.2,0.03,3,3.0192,0.1,0.8,1.47,64,24.5,0.3,9,10.4,1600,267.52,6.9,,,,,
2021,COLUMBIA CONSERVATION DISTRICT-18 A-46.32702--118.06304-2021-06-29-6-12,,COLUMBIA CONSERVATION DISTRICT,Smith,18 A,Columbia,,-118.0630399,46.32702132,2021-06-29,6-12,6,12,Touchet,Payne Hollow-Touchet River,170701020401,1.38,1.8771,1.98,6.06,7.51,0.07,0.182,0,,17.9134,14.1572,1.7,3.1906,2.3,4.3166,24,38.2,362.52,0.9272,9.9,3.3,0.03,1,1.8768,0.12,0.9,1.35,35,5.7,0.14,2,2.2,1980,401.28,6.9,,,,,
2021,COLUMBIA CONSERVATION DISTRICT-19 A-46.24632--118.05826-2021-06-29-0-3,,COLUMBIA CONSERVATION DISTRICT,Bundy Hollow,19 A,Columbia,,-118.0582559,46.24632002,2021-06-29,0-3,0,3,Touchet,Whiskey Creek,170701020402,1.35,0.9181,3.5,5.32,7.38,0.21,0.546,0,,17.0611,12.415,12.1,11.1078,3.1,2.8458,44.9,67.9,459.42,1.175,9.3,1.9,0.04,6,5.508,0.21,2.9,1.42,88,38.5,0.74,7,3,1860,231.04,9.2,,,,,
2021,COLUMBIA CONSERVATION DISTRICT-19 A-46.24632--118.05826-2021-06-29-3-6,,COLUMBIA CONSERVATION DISTRICT,Bundy Hollow,19 A,Columbia,,-118.0582559,46.24632002,2021-06-29,3-6,3,6,Touchet,Whiskey Creek,170701020402,1.4,0.9521,3.14,5.22,7.35,0.15,0.39,0,,17.6333,12.7251,5.8,5.5216,4.1,3.9032,40.1,58.3,349.98,0.8951,9.7,2.1,0.03,5,4.76,0.19,1.5,1.63,91,44.1,0.72,7,3.2,1940,255.36,6.9,,,,,
2021,COLUMBIA CONSERVATION DISTRICT-19 A-46.24632--118.05826-2021-06-29-6-12,,COLUMBIA CONSERVATION DISTRICT,Bundy Hollow,19 A,Columbia,,-118.0582559,46.24632002,2021-06-29,6-12,6,12,Touchet,Whiskey Creek,170701020402,1.34,1.8227,3.16,6.25,7.53,0.16,0.416,0,,20.5106,16.5484,4.3,7.8363,2.2,4.0093,25.5,39,386.46,0.9884,12.2,3.3,0.06,5,9.112,0.34,1.4,1.43,51,5,0.59,1,2.5,2440,401.28,13.8,,,,,
2021,COLUMBIA CONSERVATION DISTRICT-75-46.33936--117.83333-2021-06-29-0-3,,COLUMBIA CONSERVATION DISTRICT,Patit Hillside,75,Columbia,,-117.8333286,46.33935596,2021-06-29,0-3,0,3,Touchet,North Patit Creek,170701020306,1.3,0.8841,4.48,5.02,7.25,0.26,0.676,0,,18.2398,12.9162,19.4,17.1496,28.3,25.0172,41.6,66.3,538.08,1.3762,9.3,2.2,0.04,3,2.652,0.07,4.5,0.73,52,19,0.37,8,7,1860,267.52,9.2,,,,,
2021,COLUMBIA CONSERVATION DISTRICT-75-46.33936--117.83333-2021-06-29-3-6,,COLUMBIA CONSERVATION DISTRICT,Patit Hillside,75,Columbia,,-117.8333286,46.33935596,2021-06-29,3-6,3,6,Touchet,North Patit Creek,170701020306,1.39,0.9453,3.08,4.78,7.18,0.17,0.442,0,,16.5177,11.233,8.8,8.3178,25,23.63,35.3,59.1,310.08,0.793,8.4,2,0.04,5,4.726,0.08,2.8,1.55,74,44.5,0.32,16,35.8,1680,243.2,9.2,,,,,
2021,COLUMBIA CONSERVATION DISTRICT-75-46.33936--117.83333-2021-06-29-6-12,,COLUMBIA CONSERVATION DISTRICT,Patit Hillside,75,Columbia,,-117.8333286,46.33935596,2021-06-29,6-12,6,12,Touchet,North Patit Creek,170701020306,1.4,1.9043,2.26,5.86,7.44,0.11,0.286,0,,19.8061,15.3893,3,5.712,5.8,11.0432,18,27.5,292.98,0.7493,11.4,3.2,0.04,2,3.808,0.13,3.2,1.41,36,8.7,0.17,2,2.2,2280,389.12,9.2,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-C 09-46.30637--117.84605-2022-05-04-0-3,,COLUMBIA CONSERVATION DISTRICT,Harri,C 09,Columbia,,-117.8460452,46.306373,2022-05-04,0-3,0,3,Touchet,Patit Creek,170701020307,1.24,0.8433,3.84,5.88,7.47,0.16,0.416,0,,15.8836,12.2625,5,4.216,3.9,3.2885,28,41.5,759.51,1.9425,7.5,2.8,0.02,4,3.3728,0.19,2.7,1.15,53,8.6,0.47,4,1.6,1500,340.48,4.6,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-C 09-46.30637--117.84605-2022-05-04-3-6,,COLUMBIA CONSERVATION DISTRICT,Harri,C 09,Columbia,,-117.8460452,46.306373,2022-05-04,3-6,3,6,Touchet,Patit Creek,170701020307,1.4,0.9521,2.44,4.69,7.16,0.1,0.26,0,,13.9392,9.1073,1.8,1.7136,3.2,3.0464,37.5,62.2,389.94,0.9973,6.1,2,0.01,6,5.712,0.08,0.5,1.59,85,23,0.25,23,77.2,1220,243.2,2.3,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-C 09-46.30637--117.84605-2022-05-04-6-12,,COLUMBIA CONSERVATION DISTRICT,Harri,C 09,Columbia,,-117.8460452,46.306373,2022-05-04,6-12,6,12,Touchet,Patit Creek,170701020307,1.3,1.7683,1.6,5.37,7.37,0.07,0.182,0,,17.5933,12.9073,1.6,2.8288,1.3,2.2984,24.1,35,264.81,0.6773,9.2,3,0.03,3,5.304,0.1,0.7,1.59,52,5.9,0.09,6,5.1,1840,364.8,6.9,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-D 07-NA-NA-2022-05-04-0-3,,COLUMBIA CONSERVATION DISTRICT,,D 07,Columbia,,,,2022-05-04,0-3,0,3,,,,1.27,0.8637,3.88,6.15,7.49,0.18,0.468,0,,15.016,11.9367,4.8,4.1453,2.6,2.2454,24,43.3,671.24,1.7167,7.3,2.9,0.02,5,4.318,1.58,2.4,9.74,61,9.2,17.91,5,1.5,1460,352.64,4.6,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-D 07-NA-NA-2022-05-04-3-6,,COLUMBIA CONSERVATION DISTRICT,,D 07,Columbia,,,,2022-05-04,3-6,3,6,,,,1.39,0.9453,2.74,4.65,7.14,0.13,0.338,0,,13.4115,8.6453,3.2,3.0246,3.5,3.3082,34.3,61.1,361.81,0.9253,6.1,1.6,0.02,9,8.5068,0.29,0.7,1.71,87,44.2,0.74,24,68.7,1220,194.56,4.6,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-D 07-NA-NA-2022-05-04-6-12,,COLUMBIA CONSERVATION DISTRICT,,D 07,Columbia,,,,2022-05-04,6-12,6,12,,,,1.32,1.7955,1.7,5.52,7.44,0.15,0.39,0,,17.349,12.9272,3.6,6.4627,1.3,2.3338,17,26.2,268.69,0.6872,9.4,2.8,0.04,7,12.5664,0.26,0.5,2.14,45,5.4,0.37,3,2.9,1880,340.48,9.2,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-E 04-46.38015--117.84339-2022-05-04-0-3,,COLUMBIA CONSERVATION DISTRICT,Johnson Hollow,E 04,Columbia,,-117.8433935,46.38014842,2022-05-04,0-3,0,3,Touchet,Upper Whetstone Hollow,170701020501,1.27,0.8637,3.76,6.6,7.59,0.19,0.494,0,,15.6107,13.0508,4,3.4544,3,2.5908,22.2,36.7,719.74,1.8408,7.9,3.3,0.01,4,3.4544,0.37,2,2.6,48,7,7.82,2,1.8,1580,401.28,2.3,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-E 04-46.38015--117.84339-2022-05-04-3-6,,COLUMBIA CONSERVATION DISTRICT,Johnson Hollow,E 04,Columbia,,-117.8433935,46.38014842,2022-05-04,3-6,3,6,Touchet,Upper Whetstone Hollow,170701020501,1.34,0.9113,3.32,5.31,7.32,0.15,0.39,0,,15.1811,10.9143,2.1,1.9135,1.9,1.7313,23.2,39.5,541.26,1.3843,7,2.5,0.03,7,6.3784,0.26,1,1.59,75,18.3,1.52,13,4.1,1400,304,6.9,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-E 04-46.38015--117.84339-2022-05-04-6-12,,COLUMBIA CONSERVATION DISTRICT,Johnson Hollow,E 04,Columbia,,-117.8433935,46.38014842,2022-05-04,6-12,6,12,Touchet,Upper Whetstone Hollow,170701020501,1.45,1.9723,2.22,5,7.26,0.12,0.312,0,,15.0408,10.3817,0.9,1.7748,1.5,2.958,23.3,37.3,293.91,0.7517,7.5,2.1,0.03,6,11.832,0.14,0.3,1.54,75,14.7,0.26,15,17.2,1500,255.36,6.9,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-G 05-NA-NA-2022-05-04-0-3,,COLUMBIA CONSERVATION DISTRICT,,G 05,Columbia,,,,2022-05-04,0-3,0,3,,,,1.24,0.8433,3.92,6.46,7.57,0.21,0.546,0,,15.9539,13.135,4.6,3.8787,2.8,2.361,20.5,31.6,631.47,1.615,8.3,3.2,0.02,4,3.3728,0.38,2.8,1.63,45,7.3,1.5,2,2.2,1660,389.12,4.6,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-G 05-NA-NA-2022-05-04-3-6,,COLUMBIA CONSERVATION DISTRICT,,G 05,Columbia,,,,2022-05-04,3-6,3,6,,,,1.26,0.8569,1.8,5.38,7.39,0.15,0.39,0,,18.5641,13.6909,3.2,2.7418,1.5,1.2852,17.2,24.7,207.58,0.5309,10,3.1,0.06,7,5.9976,0.09,0.1,1.63,53,11.2,0.15,5,3,2000,376.96,13.8,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-G 05-NA-NA-2022-05-04-6-12,,COLUMBIA CONSERVATION DISTRICT,,G 05,Columbia,,,,2022-05-04,6-12,6,12,,,,1.35,1.8363,2.66,4.76,7.19,0.14,0.364,0,,14.5353,9.6636,2.9,5.3244,3.7,6.7932,25.5,41.8,325.92,0.8336,6.7,2.1,0.03,8,14.688,0.1,0.5,1.53,84,31.8,0.31,21,55.3,1340,255.36,6.9,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-H 02-46.4165--117.80274-2022-05-04-0-3,,COLUMBIA CONSERVATION DISTRICT,Gwinn,H 02,Columbia,,-117.8027401,46.41649906,2022-05-04,0-3,0,3,Tucannon,Willow Creek,170601070607,1.22,0.8297,3.54,6.42,7.56,0.2,0.52,0,,15.1991,12.4607,7.1,5.8902,2.4,1.991,22.2,35.6,598.49,1.5307,7.6,3.3,0.03,4,3.3184,1.09,1.8,5.6,48,5.1,10.49,2,1.6,1520,401.28,6.9,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-H 02-46.4165--117.80274-2022-05-04-3-6,,COLUMBIA CONSERVATION DISTRICT,Gwinn,H 02,Columbia,,-117.8027401,46.41649906,2022-05-04,3-6,3,6,Tucannon,Willow Creek,170601070607,1.37,0.9317,2.42,4.93,7.23,0.12,0.312,0,,15.9446,10.9933,2.5,2.329,1.8,1.6769,24,38.1,337.56,0.8633,7.5,2.6,0.03,7,6.5212,0.28,0.6,1.81,82,15.9,0.75,17,34.2,1500,316.16,6.9,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-H 02-46.4165--117.80274-2022-05-04-6-12,,COLUMBIA CONSERVATION DISTRICT,Gwinn,H 02,Columbia,,-117.8027401,46.41649906,2022-05-04,6-12,6,12,Tucannon,Willow Creek,170601070607,1.28,1.7411,1.74,5.49,7.4,0.13,0.338,0,,17.5732,13.0627,4,6.9632,1.1,1.9149,17.3,25.9,243.47,0.6227,9.4,3,0.04,7,12.1856,0.16,0.6,1.44,48,3.6,0.19,4,3.2,1880,364.8,9.2,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-H 07-NA-NA-2022-05-04-0-3,,COLUMBIA CONSERVATION DISTRICT,,H 07,Columbia,,,,2022-05-04,0-3,0,3,,,,1.23,0.8365,3.78,6.64,,0.16,0.416,0,,15.6765,13.1614,1.5,1.2546,2.8,2.3419,15.8,24.2,559.69,1.4314,8.2,3.5,0.03,4,3.3456,0.78,2.9,3.75,31,5.2,3.8,1,2,1640,425.6,6.9,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-H 07-NA-NA-2022-05-04-3-6,,COLUMBIA CONSERVATION DISTRICT,,H 07,Columbia,,,,2022-05-04,3-6,3,6,,,,1.38,0.9385,2.5,5.02,7.33,0.12,0.312,0,,15.8752,11.0629,0.4,0.3754,1.4,1.3138,24,35.2,360.84,0.9229,7.5,2.6,0.04,9,8.4456,0.25,1,1.76,70,18.2,0.39,11,22.4,1500,316.16,9.2,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-H 07-NA-NA-2022-05-04-6-12,,COLUMBIA CONSERVATION DISTRICT,,H 07,Columbia,,,,2022-05-04,6-12,6,12,,,,1.41,1.9179,1.62,5.12,7.37,0.12,0.312,0,,17.1314,12.1883,0.4,0.767,1.9,3.6434,16.1,25.9,210.49,0.5383,8.8,2.8,0.05,10,19.176,0.1,0.5,1.82,59,6.8,0.14,7,14.7,1760,340.48,11.5,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-I 04-46.38015--117.84339-2022-05-04-0-3,,COLUMBIA CONSERVATION DISTRICT,Johnson Hollow,I 04,Columbia,,-117.8433935,46.38014842,2022-05-04,0-3,0,3,Touchet,Upper Whetstone Hollow,170701020501,1.18,0.8025,3.26,6.1,7.5,0.15,0.39,0,,16.7718,13.2903,4.5,3.6108,2.7,2.1665,21.5,34,492.76,1.2603,8.3,3.7,0.03,5,4.012,0.25,1.7,2.03,53,7.2,5.03,3,1.3,1660,449.92,6.9,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-I 04-46.38015--117.84339-2022-05-04-3-6,,COLUMBIA CONSERVATION DISTRICT,Johnson Hollow,I 04,Columbia,,-117.8433935,46.38014842,2022-05-04,3-6,3,6,Touchet,Upper Whetstone Hollow,170701020501,1.33,0.9045,2.26,4.75,7.2,0.1,0.26,0,,15.71,10.5635,1.8,1.6279,4.1,3.708,22.5,38.3,200.79,0.5135,7.5,2.5,0.05,7,6.3308,0.1,0.5,1.69,73,22,0.22,22,70.3,1500,304,11.5,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-I 04-46.38015--117.84339-2022-05-04-6-12,,COLUMBIA CONSERVATION DISTRICT,Johnson Hollow,I 04,Columbia,,-117.8433935,46.38014842,2022-05-04,6-12,6,12,Touchet,Upper Whetstone Hollow,170701020501,1.29,1.7547,1.48,5.72,7.49,0.08,0.208,0,,17.6952,13.4899,1.1,1.9298,2.5,4.386,11.7,19,132.89,0.3399,9.9,3.2,0.05,4,7.0176,0.11,0.5,1.7,36,5.8,0.09,3,4,1980,389.12,11.5,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-I 10-46.30874--117.94444-2022-05-04-0-3,,COLUMBIA CONSERVATION DISTRICT,Culley,I 10,Columbia,,-117.9444422,46.3087429,2022-05-04,0-3,0,3,Touchet,Lower North Fork Touchet River,170701020308,1.26,0.8569,4.62,5.93,7.46,0.19,0.494,0,,15.3631,11.9129,6.1,5.2265,3.9,3.3415,18,32,740.11,1.8929,7.9,2.1,0.02,3,2.5704,0.25,2.8,0.83,46,11.7,0.55,3,1.5,1580,255.36,4.6,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-I 10-46.30874--117.94444-2022-05-04-3-6,,COLUMBIA CONSERVATION DISTRICT,Culley,I 10,Columbia,,-117.9444422,46.3087429,2022-05-04,3-6,3,6,Touchet,Lower North Fork Touchet River,170701020308,1.28,0.8705,3.46,4.92,7.18,0.18,0.468,0,,16.6056,11.496,5.9,5.1354,3.7,3.2205,27,45.6,455.9,1.166,8.3,2,0.03,5,4.352,0.15,0.9,1.47,85,48.3,0.51,19,16.2,1660,243.2,6.9,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-I 10-46.30874--117.94444-2022-05-04-6-12,,COLUMBIA CONSERVATION DISTRICT,Culley,I 10,Columbia,,-117.9444422,46.3087429,2022-05-04,6-12,6,12,Touchet,Lower North Fork Touchet River,170701020308,1.31,1.7819,2.68,5.41,7.34,0.18,0.468,0,,18.5362,13.7123,7.3,13.0057,1.5,2.6724,16.1,29.4,391.88,1.0023,10.1,2.6,0.01,5,8.908,0.13,1.1,1.32,53,10.2,0.23,5,1.5,2020,316.16,2.3,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-J 02-46.4165--117.80274-2022-05-04-0-3,,COLUMBIA CONSERVATION DISTRICT,Gwinn,J 02,Columbia,,-117.8027401,46.41649906,2022-05-04,0-3,0,3,Tucannon,Willow Creek,170601070607,1.25,0.8501,4.02,6.45,7.57,0.18,0.468,0,,15.8531,13.0383,4.3,3.655,3.3,2.805,18.7,33.2,593.64,1.5183,7.8,3.7,0.02,4,3.4,0.69,2,5.63,40,5.2,18.09,2,1.6,1560,449.92,4.6,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-J 02-46.4165--117.80274-2022-05-04-3-6,,COLUMBIA CONSERVATION DISTRICT,Gwinn,J 02,Columbia,,-117.8027401,46.41649906,2022-05-04,3-6,3,6,Tucannon,Willow Creek,170601070607,1.31,0.8909,2.68,5.25,7.27,0.14,0.364,0,,13.9318,9.8463,1.9,1.6925,2,1.7816,21,37.8,327,0.8363,6.7,2.3,0.01,24,21.3792,0.42,0.8,8.08,70,16.6,2.48,14,8.2,1340,279.68,2.3,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-J 02-46.4165--117.80274-2022-05-04-6-12,,COLUMBIA CONSERVATION DISTRICT,Gwinn,J 02,Columbia,,-117.8027401,46.41649906,2022-05-04,6-12,6,12,Tucannon,Willow Creek,170601070607,1.29,1.7547,1.6,5.54,7.41,0.1,0.26,0,,18.8124,14.1211,1.6,2.807,1.5,2.6316,13.6,21.5,149,0.3811,10.2,3.5,0.04,6,10.5264,0.24,0.1,1.69,39,6.8,0.24,4,2.3,2040,425.6,9.2,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-M 06-46.36046--117.76145-2022-05-04-0-3,,COLUMBIA CONSERVATION DISTRICT,Juris,M 06,Columbia,,-117.761453,46.36045941,2022-05-04,0-3,0,3,Touchet,North Patit Creek,170701020306,1.26,0.8569,3.58,6.39,7.5,0.17,0.442,0,,15.1111,12.3469,3,2.5704,3.6,3.0845,20.4,36.7,597,1.5269,7.6,3.2,0.02,4,3.4272,0.42,1.7,1.37,46,6.8,1.1,3,1.6,1520,389.12,4.6,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-M 06-46.36046--117.76145-2022-05-04-3-6,,COLUMBIA CONSERVATION DISTRICT,Juris,M 06,Columbia,,-117.761453,46.36045941,2022-05-04,3-6,3,6,Touchet,North Patit Creek,170701020306,1.37,0.9317,2.74,4.86,7.14,0.1,0.26,0,,13.8504,9.2635,1.1,1.0248,1.8,1.6769,26.4,49.8,365,0.9335,6.3,2,0.03,8,7.4528,0.24,0.7,1.41,70,22.8,0.29,25,41.1,1260,243.2,6.9,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-M 06-46.36046--117.76145-2022-05-04-6-12,,COLUMBIA CONSERVATION DISTRICT,Juris,M 06,Columbia,,-117.761453,46.36045941,2022-05-04,6-12,6,12,Touchet,North Patit Creek,170701020306,1.38,1.8771,2.04,5.26,7.3,0.21,0.546,0,,16.7011,12.0461,1.2,2.2522,1,1.8768,24,38.5,280,0.7161,8.7,2.6,0.03,9,16.8912,0.13,2.1,1.33,44,9,0.16,6,4.1,1740,316.16,6.9,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-N 03-NA-NA-2022-05-04-0-3,,COLUMBIA CONSERVATION DISTRICT,,N 03,Columbia,,,,2022-05-04,0-3,0,3,,,,1.27,0.8637,4.02,6.16,7.47,0.18,0.468,0,,15.0414,11.9711,5.7,4.9225,4.4,3.7998,23.2,38.8,845,2.1611,6.9,2.9,0.01,4,3.4544,0.28,2.4,19.01,43,9.8,3.63,3,2,1380,352.64,2.3,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-N 03-NA-NA-2022-05-04-3-6,,COLUMBIA CONSERVATION DISTRICT,,N 03,Columbia,,,,2022-05-04,3-6,3,6,,,,1.37,0.9317,2.9,4.65,7.11,0.17,0.442,0,,12.713,8.1039,4.3,4.0059,2.1,1.9564,30.3,50,545,1.3939,5.3,1.4,0.01,9,8.3844,0.1,0.8,1.32,75,25.6,0.46,22,62.3,1060,170.24,2.3,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-N 03-NA-NA-2022-05-04-6-12,,COLUMBIA CONSERVATION DISTRICT,,N 03,Columbia,,,,2022-05-04,6-12,6,12,,,,1.38,1.8771,2.16,4.85,7.23,0.28,0.728,0,,15.4489,10.4967,6.7,12.5746,0.6,1.1261,25.3,42.2,421,1.0767,7.4,2,0.02,19,35.6592,0.07,0.7,1.2,61,15.2,0.28,14,13.9,1480,243.2,4.6,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-O 08-NA-NA-2022-05-04-0-3,,COLUMBIA CONSERVATION DISTRICT,,O 08,Columbia,,,,2022-05-04,0-3,0,3,,,,1.2,0.8161,4.36,6.14,7.46,0.16,0.416,0,,14.8085,11.7545,4.6,3.7536,3.5,2.856,25.8,41.1,643,1.6445,7.2,2.9,0.01,4,3.264,0.3,2.6,3.38,53,7.2,4.24,5,2.1,1440,352.64,2.3,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-O 08-NA-NA-2022-05-04-3-6,,COLUMBIA CONSERVATION DISTRICT,,O 08,Columbia,,,,2022-05-04,3-6,3,6,,,,1.43,0.9725,2.88,4.82,7.13,0.1,0.26,0,,14.3436,9.5947,1.8,1.7503,2.5,2.431,28.8,46.4,385,0.9847,6.8,1.8,0.01,6,5.8344,0.13,1.2,1.25,75,21.4,0.41,23,31.6,1360,218.88,2.3,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-O 08-NA-NA-2022-05-04-6-12,,COLUMBIA CONSERVATION DISTRICT,,O 08,Columbia,,,,2022-05-04,6-12,6,12,,,,1.27,1.7275,1.86,5.88,7.45,0.14,0.364,0,,16.7426,12.9538,1.4,2.4181,0.7,1.209,17.5,30,283,0.7238,9.5,2.7,0.03,4,6.9088,0.09,0.6,1.06,35,2.1,0.11,2,2.1,1900,328.32,6.9,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-Q 06-46.36046--117.76145-2022-05-04-0-3,,COLUMBIA CONSERVATION DISTRICT,Juris,Q 06,Columbia,,-117.761453,46.36045941,2022-05-04,0-3,0,3,Touchet,North Patit Creek,170701020306,1.27,0.8637,3.84,6.46,7.51,0.24,0.624,0,,16.1724,13.3141,3.2,2.7635,5.3,4.5771,23.8,40.6,549,1.4041,8.4,3.5,0.01,4,3.4544,0.32,2.5,1.64,38,6.5,9.76,3,2,1680,425.6,2.3,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-Q 06-46.36046--117.76145-2022-05-04-3-6,,COLUMBIA CONSERVATION DISTRICT,Juris,Q 06,Columbia,,-117.761453,46.36045941,2022-05-04,3-6,3,6,Touchet,North Patit Creek,170701020306,1.35,0.9181,2.48,4.85,7.17,0.15,0.39,0,,16.2489,11.1205,0.5,0.459,1.7,1.5606,28.2,46.7,313,0.8005,7.7,2.6,0.02,9,8.262,0.13,1.1,1.51,66,19.9,0.32,17,38.9,1540,316.16,4.6,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-Q 06-46.36046--117.76145-2022-05-04-6-12,,COLUMBIA CONSERVATION DISTRICT,Juris,Q 06,Columbia,,-117.761453,46.36045941,2022-05-04,6-12,6,12,Touchet,North Patit Creek,170701020306,1.29,1.7547,1.48,5.8,7.45,0.17,0.442,0,,18.3306,14.1152,0.6,1.0526,1.6,2.807,12,20.2,221,0.5652,10,3.5,0.05,8,14.0352,0.08,0.9,1.55,29,4.5,0.09,2,2.2,2000,425.6,11.5,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-R 10-46.30874--117.94444-2022-05-04-0-3,,COLUMBIA CONSERVATION DISTRICT,Culley,R 10,Columbia,,-117.9444422,46.3087429,2022-05-04,0-3,0,3,Touchet,Lower North Fork Touchet River,170701020308,1.28,0.8705,3.74,5.82,7.42,0.22,0.572,0,,16.1468,12.3901,11,9.5744,8.1,7.0502,20.8,33,610,1.5601,8.1,2.7,0.03,4,3.4816,0.19,2.1,1,48,8.2,0.44,4,1.3,1620,328.32,6.9,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-R 10-46.30874--117.94444-2022-05-04-3-6,,COLUMBIA CONSERVATION DISTRICT,Culley,R 10,Columbia,,-117.9444422,46.3087429,2022-05-04,3-6,3,6,Touchet,Lower North Fork Touchet River,170701020308,1.42,0.9657,2.66,4.85,7.13,0.09,0.234,0,,15.0947,10.2205,4.3,4.1521,2.8,2.7037,23.1,35.6,313,0.8005,7.3,2.1,0.02,4,3.8624,0.07,0.8,1.34,69,15.5,0.19,17,37.7,1460,255.36,4.6,,,,,
2022,COLUMBIA CONSERVATION DISTRICT-R 10-46.30874--117.94444-2022-05-04-6-12,,COLUMBIA CONSERVATION DISTRICT,Culley,R 10,Columbia,,-117.9444422,46.3087429,2022-05-04,6-12,6,12,Touchet,Lower North Fork Touchet River,170701020308,1.35,1.8363,1.98,5.65,7.4,0.09,0.234,0,,17.1089,12.9208,3,5.508,1.4,2.5704,15,22.9,231,0.5908,9.4,2.9,0.03,3,5.508,0.08,1,1.04,35,4.8,0.11,3,2.6,1880,352.64,6.9,,,,,
